"Data Source","World Development Indicators",

"Last Updated Date","2018-09-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Niger","NER","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","652984112000","47147122.5853696","68848135.9628984","60518929.7532737","82169184.4823758","94378540.1914381","112969634.286124","95676923.5397106","91775237.7459307","103099466.611479","117639416.489902","108204855.160492","152229794.2765","224624663.285615","297302465.219832","325027641.359899","365532137.409212","378778429.394044","493782806.033434","777716026.9573","956401810.681202","785895661.710181","728308200.42099","485292358.803987","394102976.336099","473096840.825975","393993287.437494","562306361.35499","537903250.716304","507802706.073792","535875368.39136","436012132.989303","418268250.093127","290749022.713917","420185247.71134","466362308.283468","513998174.967022","454774569.302417","546587026.262145","468880009.732027","462040660.623113","478770214.661304","574865599.733252","677014447.51491","851943875.727638","1048787594.92754","1076113317.1196","1284232498.47475","1928320187.36714","2528900139.62709","2807366382.85242","3062739620.4135","2732565812.86282","2996692348.35821","3232319311.41971","2948429202.97146","2525703817.75135","2676556582.77419",
"Nigeria","NGA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","710187876.242475","728148397.032059","665719165.616688","699267534.649307","855867282.654347","940921181.576369","930981380.372393","905921881.562369","818423631.527369","1023659526.80946","1406831863.36273","1251415929.20354","1447830923.24805","2327475247.52475","3619771863.11787","6342372881.35593","8685913705.58376","8116201716.7382","8679837892.60385","9008810572.68722","12324265006.3857","15944510035.4191","10235632183.908","4431804281.34557","2252547629.59681","2458578720.06282","2155186721.9917","3542858988.15931","2899095485.2918","3976442511.66737","5439687568.27616","6348443353.03421","6892040239.28341","3833567991.16998","3255306426.93191","6853080301.30756","8905282500","12568410155.2872","11675835227.2727","7883273534.97635","9114930288.21807","16050683665.4791","16208625771.491","23971133410.3066","16064624571.0674","21429768812.3266","31264468094.8639","51157761304.7173","52203123513.2354","52597235558.7613","64169884496.1343","88377923527.3552","59653829523.6723","66940227523.533","70778502402.3573","51312162302.2783","46552904694.8598","",
"Nicaragua","NIC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","664933333.333333","467806451.612903","781711340.206186","954960000","840604575.163399","1002161964.28571","1157042257.63612","1362967812.68524","1693911484.84881","1746535063.92871","2136873488.56901","2103725752.56107","2072738556.06302","2050197915.78947","2207225622.3517","2557900747.0182","2987690324.08431","3790567319.29425","4451217242.59425","5295608437.99524","4399313916.2713","5246147047.25516","6530267486.61051","7131019217.13021","7223494086.43034","7329057910.77434","7430705622.0833","7382689702.16216","7656420753.66216",
"Netherlands","NLD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","5769273576.55168","6268747830.82861","6668717860.19406","7423212391.77285","8729717191.94451","9027244795.97468","9731674619.45737","10258826765.8938","11264073716.4556","13285914196.7974","16369937176.5995","18530541791.98","21310838162.5927","28993954359.1361","39452307894.0897","42656216974.5556","47816021920.3201","55016591002.9631","65718299246.2823","83086391189.7177","95505825648.415","81256498542.789","77866587274.0777","76339298818.6241","74330164148.3517","77763054803.6093","92208475355.2797","112193349978.242","125172395473.297","130519260833.42","156450738472.71","162195860796.794","174809092355.89","162240393925.012","181061456471.728","226679934120.231","229462745098.039","223416534899.48","231852921572.984","242626251864.479","247515201768.933","243842505592.841","251111424807.077","302775395033.86","361776756890.986","393123989553.538","439963618115.669","515808924171.913","589973634099.897","478949708252.292","531868995271.962","615054936736.991","599615619546.187","618065889946.751","630901695837.69","552362945623.497","555253866227.6","617855074813.092",
"Norway","NOR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","1928412857.44843","2091459664.8554","2154512918.01691","2337855859.26655","2553537264.0211","2902639177.35325","3187228449.75543","3606713981.73155","3618493868.32548","3846337834.27575","4753951476.29114","5441403648.01088","5935763941.59254","8516077560.78948","11547556726.8986","13770877575.6184","15932557500.2291","18008828778.0595","16572115292.9058","19618293477.617","23668407839.3262","22626709643.6972","22489308955.6864","20633737185.4613","20799362862.219","22739380263.3416","29094351359.7577","32011280148.423","33673776277.4283","34734303714.9685","39734971324.5044","38356908173.8111","39946254726.8485","37247853850.3827","39908042394.015","47346413688.597","50982511085.6151","52449458534.7923","54133941233.3833","50963688583.4445","49523392942.3527","49263987899.9522","53255467321.3257","61614784893.0821","73845982672.6798","84668374078.3857","95765050753.9021","119823088865.005","133926063829.787","107434759791.995","122151661381.497","141509646722.783","140526171035.668","148436085106.383","148719386405.713","124088209155.73","123468571428.571","131821559540.6",
"Nepal","NPL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","102375639.847749","79406746.2921643","58537865.8616616","57919838.0828318","80592592.5925926","71901234.5679012","80592592.5925926","81086419.7530864","100827880.761767","128470910.992773","210631428.299734","205966849.859682","197919992","248201284.50063","295583341.666667","364500008.333333","446416683.333333","450515193.6798","521619390.380921","502021598.526897","523971554.705733","578787429.208724","618261968.817866","780457946.043981","785537991.304313","785782436.053935","909166930.630345","875325167.037862","1052504166.66667","1278518367.34694","1519145030.12048","1611500000","1854725583.02648","1645665859.56416","1495923473.14202","1781598378.45664","1996693877.55102","1724111681.8122","1807224670.05677","2143236207.27273","2396739962.5635","2832075349.08544","3275658804.75262","4172661317.23891","4455549991.21991","5825346141.46184","6227147634.61674","6331151559.43555","7218386962.54255","8151231412.73403","8879788077.71288","8322468480.58192","10282289272.9199",
"Nauru","NRU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52530309.2783505","85317538.4615385","126205563.716489","102134866.220736","103831185.848439","",
"New Zealand","NZL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","1628843879.49378","1716099249.85574","2047885269.8104","3054125504.38291","4590457804.74352","3862660944.20601","3980904130.9431","4286560679.37198","4799331103.67893","6256636281.67885","6947500482.53233","7557239197.40238","7420247632.92061","7191771819.13775","7450482215.07829","7759079283.88747","7997993240.38868","9643454038.99722","10034138486.3124","11255844232.704","11758799976.0951","10889038937.6547","11679604423.6495","12606603617.0566","15508272788.3265","17590993623.8045","18774802275.5654","17791716573.1577","15900310542.6601","17893507706.6791","17245422210.5125","17132931525.1967","19861008428.2123","24776474899.2305","30398655462.1849","34110399211.4342","33455677323.1308","39993385757.3308","43041400154.6356","32056967955.525","40992659830.9386","48544383578.4633","49626355944.3639","51932578228.8885","54564610236.9827","47629840129.7094","48277614381.9286","",
"OECD members","OED","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","112351410184.244","118330324272.956","126132111096.916","138945119865.592","154847586873.922","168219419296.053","188360699356.238","202702050763.568","225272136238.12","255632341806.48","293733857300.662","325759037309.844","388105182643.312","526565288016.042","732659776556.429","751687805007.975","851450178510.895","968010660706.672","1124021415060.7","1438233753430.83","1719502615235.08","1673120131331.11","1574846660649.04","1553185481838.76","1669070806612.84","1715571211326.5","1966754013260.63","2335897865626.47","2676539501791.49","2911931576604.75","3375219037932.81","3427922541927.38","3647876441185.75","3495440847578.77","3907748226753.24","4617628787159.28","4847917918114.83","4971475588900.94","5085556878804.9","5373883995143.53","5938148473275.31","5744901781989.15","5929756958712.21","6838473218866.62","8162080692547.05","9148941045226.25","10296180075080.2","11681826082267.8","13062826935028.5","10204374674143.7","11799666198754.4","13791741979835.1","13611600658690.7","13831953593521.1","14188288328411.1","12725444934556","12618801169545.8","13732251849198.6",
"Oman","OMN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","24026512.013256","27837772.9781617","28557715.3827694","50395968.3225342","96727622.7141482","160500260.552371","266609637.867123","786045165.026057","1062826288.36132","1176896641.57499","1207295599.30515","1335263173.1326","1519976548.92878","2252461204.40069","2764910538.50608","3259988419.22409","3019687319.05038","3314996815.28662","3720323972.20614","2997381937.17277","2270480884.26528","2629388816.64499","","3224967490.24707","3940182054.61639","4426527958.38752","4754226267.88036","4494148244.47334","4907672301.69051","5464239271.78153","6111833550.06502","7003901170.3511","5901170351.10533","5053315994.79844","5706111833.55007","5622886866.05982","7094928478.54356","9625487646.29389","9654096228.86866","11784135240.5722","16829648894.6684","22644993498.0494","16764629388.8166","24166450715.2146","29237971391.4174","28635630689.2068","35577373211.9636","30944343302.9909","29680364109.2328","23783875162.5488","",
"Other small states","OSS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30615478747.9527","32367671927.6683","41578351289.9157","44671494837.5605","46343288728.605","47222566522.4907","46089246547.0704","48581028187.4441","49679869296.6208","51919903902.1029","63940545789.3813","77878380108.8799","89180671797.4866","109766271754.457","136044660085.566","159198241435.065","132988838677.14","146224634199.87","185456296666.673","204033734553.064","213931154358.202","217116498183.522","191818086250.21","194036749916.563","",
"Pakistan","PAK","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","1340971755.56489","1194974989.50021","1196975031.49937","1470969109.61781","1355998677.02646","1580918977.09661","1031185822.37775","1822800060.60606","2539300101.0101","2584199909.09091","2877099909.09091","3292999888.88889","4485000848.48485","5709197191.91919","6466600545.45454","6687354009.47867","6592699062.99213","7048454303.94776","7105457645.11873","7230435939.24365","7005030503.93242","8337114360.58103","8735974929.15556","9350911629.97242","8434856856.74946","9984100401.52539","11552179554.512","9883119861.97772","11777203672.1098","13567618581.1477","12967591818.8947","10900343051.9781","10684436233.8005","10862333897.0766","11361301958.09","11073075673.9201","13423663991.8047","14337311099.531","21422766419.1275","29577339842.2229","30135517579.188","39478276162.5351","33085901223.3386","34332943126.4521","40524442875.8579","45794092923.3504","46374225334.6554","45594469822.3761","46130526984.1145","45031995468.7861","53527248788.3067",
